age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
26,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
66,Self-emp-inc,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0
38,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
32,State-gov,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
55,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,1
23,Private,10,Never-married,Exec-managerial,Other-relative,White,Female,40,United-States,0
25,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,1
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,1
50,Private,13,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,0
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
61,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,27,United-States,0
64,State-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
54,Private,6,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,0
31,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
61,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
46,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,21,United-States,1
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
33,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,0
29,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,1
32,Private,9,Never-married,Other-service,Own-child,Black,Male,38,United-States,0
38,State-gov,14,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,1
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
49,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1
18,Private,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0
20,Private,10,Never-married,Other-service,Own-child,White,Female,25,United-States,0
57,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0
56,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,0
37,Self-emp-inc,13,Never-married,Other-service,Not-in-family,White,Female,50,United-States,1
39,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,40,Mexico,0
44,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1
40,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
32,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,0
17,Private,6,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,0
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
27,Local-gov,9,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,60,United-States,0
49,Private,10,Married-civ-spouse,Other-service,Other-relative,White,Male,35,United-States,0
55,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1
60,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
50,Private,14,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
43,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
34,Local-gov,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,52,United-States,1
60,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,1
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
31,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
20,Private,10,Never-married,Adm-clerical,Own-child,White,Male,25,United-States,0
37,Private,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,55,United-States,1
32,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,60,United-States,1
27,Private,10,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0
31,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,0
42,State-gov,16,Divorced,Prof-specialty,Unmarried,Black,Female,36,Jamaica,0
53,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,1
37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0
29,Private,9,Never-married,Protective-serv,Not-in-family,White,Male,50,United-States,0
53,Self-emp-not-inc,7,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,0
35,Private,9,Never-married,Handlers-cleaners,Other-relative,Other,Male,25,Columbia,0
30,Self-emp-not-inc,7,Divorced,Sales,Unmarried,White,Male,40,United-States,0
45,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0
50,Self-emp-not-inc,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0
42,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
35,Private,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,60,United-States,1
18,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States,0
42,State-gov,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
64,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,0
37,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,1
38,Local-gov,12,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,United-States,1
38,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
66,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
90,Private,12,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
35,Private,9,Married-spouse-absent,Transport-moving,Other-relative,White,Female,40,Dominican-Republic,0
57,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
26,Private,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
56,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
46,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
46,Self-emp-not-inc,13,Never-married,Farming-fishing,Not-in-family,White,Female,40,United-States,0
64,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
41,Self-emp-not-inc,4,Never-married,Other-service,Unmarried,White,Female,30,United-States,0
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
52,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
52,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,20,United-States,0
58,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
31,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
33,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
22,Private,11,Never-married,Sales,Own-child,White,Female,40,United-States,0
34,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
52,Private,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,1
53,State-gov,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
40,Private,10,Married-civ-spouse,Tech-support,Own-child,White,Female,40,United-States,1
34,Self-emp-inc,12,Divorced,Other-service,Unmarried,White,Male,40,United-States,0
45,Local-gov,10,Married-civ-spouse,Tech-support,Husband,Black,Male,40,United-States,0
29,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Canada,1
54,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1
17,Private,6,Never-married,Adm-clerical,Own-child,White,Female,4,United-States,0
61,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,1
28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
36,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,1
23,State-gov,8,Never-married,Other-service,Not-in-family,White,Male,20,United-States,0
23,Private,10,Never-married,Tech-support,Other-relative,White,Female,40,United-States,0
35,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,50,United-States,0
51,State-gov,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
28,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
58,Private,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,0
34,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
43,Private,9,Divorced,Sales,Other-relative,White,Female,46,United-States,0
34,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,0
55,Self-emp-not-inc,5,Married-civ-spouse,Sales,Husband,White,Male,58,United-States,0
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,1
52,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
53,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
60,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
27,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,55,United-States,0
21,Private,9,Never-married,Craft-repair,Own-child,White,Male,53,United-States,0
52,Private,9,Divorced,Adm-clerical,Unmarried,White,Male,40,United-States,0
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
34,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
58,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
34,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
45,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0
46,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
30,Private,9,Separated,Other-service,Other-relative,White,Male,28,United-States,0
44,Private,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0
34,Self-emp-not-inc,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,50,United-States,1
38,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,20,United-States,0
48,State-gov,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,Germany,1
20,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
42,Private,9,Divorced,Other-service,Not-in-family,White,Female,25,United-States,0
34,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1
23,State-gov,9,Never-married,Adm-clerical,Not-in-family,White,Male,38,United-States,0
29,Federal-gov,9,Never-married,Other-service,Unmarried,White,Male,40,United-States,0
29,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,36,United-States,0
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
18,Private,7,Never-married,Other-service,Own-child,White,Male,28,United-States,0
40,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,0
31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
39,Local-gov,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
45,Local-gov,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
20,Private,10,Never-married,Transport-moving,Own-child,White,Male,23,United-States,0
47,Local-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,72,United-States,0
43,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
52,Local-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
38,Private,9,Divorced,Sales,Not-in-family,White,Male,50,United-States,1
25,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0
19,Private,6,Never-married,Other-service,Other-relative,White,Female,24,United-States,0
27,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,39,United-States,0
33,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,1
64,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
63,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
53,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
47,Private,13,Never-married,Tech-support,Not-in-family,White,Male,38,United-States,1
32,Private,9,Married-spouse-absent,Other-service,Other-relative,Other,Male,40,Mexico,0
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1
33,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,1
30,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Female,35,United-States,0
33,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,76,United-States,1
49,Private,10,Divorced,Tech-support,Unmarried,Black,Female,35,United-States,0
37,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
71,Private,9,Widowed,Priv-house-serv,Unmarried,White,Female,20,United-States,0
41,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
34,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,65,United-States,0
50,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
54,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1
30,Private,9,Divorced,Craft-repair,Unmarried,White,Male,55,United-States,0
23,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
46,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1
50,State-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Poland,1
48,Private,9,Divorced,Other-service,Unmarried,White,Female,20,United-States,0
30,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0
68,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1
27,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1
38,Self-emp-not-inc,13,Never-married,Other-service,Own-child,White,Female,20,United-States,0
32,Private,8,Divorced,Sales,Not-in-family,White,Female,45,United-States,0
30,Private,11,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,0
37,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1
25,Private,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,1
56,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
36,Private,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,United-States,1
27,Private,13,Never-married,Sales,Own-child,Other,Male,38,United-States,0
53,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Hungary,1
27,Private,13,Never-married,Prof-specialty,Other-relative,White,Female,40,United-States,0
58,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,1
61,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
54,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
57,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
23,Private,10,Never-married,Other-service,Own-child,White,Female,20,United-States,0
26,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1
55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,0
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
40,Private,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
32,Private,10,Married-AF-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
36,State-gov,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
29,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
76,Self-emp-not-inc,10,Widowed,Sales,Not-in-family,White,Male,20,United-States,0
36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
19,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
51,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,1
59,Private,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0
35,Private,13,Never-married,Prof-specialty,Own-child,White,Male,40,Canada,0
59,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
35,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,20,United-States,0
45,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
46,Private,9,Separated,Sales,Not-in-family,White,Female,36,United-States,0
43,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0
27,Private,10,Never-married,Other-service,Own-child,Black,Male,40,United-States,0
36,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
47,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
32,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0
50,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
51,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
68,Self-emp-not-inc,10,Widowed,Adm-clerical,Not-in-family,White,Male,40,United-States,0
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,1
31,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
45,Self-emp-inc,10,Separated,Adm-clerical,Not-in-family,White,Male,40,United-States,0
35,Local-gov,7,Married-civ-spouse,Prof-specialty,Wife,Black,Female,32,United-States,0
26,Private,5,Never-married,Handlers-cleaners,Own-child,White,Male,45,Mexico,0
22,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
37,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,55,United-States,1
49,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
40,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Dominican-Republic,1
28,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,0
26,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,49,United-States,1
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,0
17,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,32,United-States,0
58,Private,10,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,1
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
52,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
38,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,1
61,Private,6,Divorced,Adm-clerical,Not-in-family,White,Female,36,United-States,0
32,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,50,Cuba,0
38,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,1
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0
56,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
59,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,1
48,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
27,Private,6,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,0
44,Private,9,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,1
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
58,Private,15,Divorced,Tech-support,Unmarried,White,Male,40,United-States,1
76,Private,10,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,37,United-States,0
60,Self-emp-not-inc,9,Divorced,Adm-clerical,Unmarried,White,Female,99,United-States,0
51,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
33,Private,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
20,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,39,United-States,0
31,Private,13,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,0
33,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
59,State-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,0
40,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
28,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,0
44,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,1
40,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,0
45,State-gov,12,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
45,Private,9,Divorced,Other-service,Own-child,White,Female,60,United-States,0
23,Local-gov,11,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0
35,Self-emp-not-inc,10,Never-married,Other-service,Not-in-family,Black,Male,84,United-States,0
46,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,0
52,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
23,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
51,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,42,United-States,1
51,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,United-States,0
40,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
49,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,1
39,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,1
41,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
39,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
50,State-gov,9,Married-civ-spouse,Other-service,Wife,White,Female,30,United-States,0
51,Private,9,Separated,Craft-repair,Not-in-family,White,Male,60,United-States,0
37,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
29,Private,8,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,50,China,0
37,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,20,United-States,0
46,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,38,United-States,1
23,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0
58,Federal-gov,9,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,40,United-States,0
31,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,0
19,Private,10,Never-married,Tech-support,Own-child,White,Female,10,United-States,0
26,Private,7,Never-married,Sales,Not-in-family,White,Male,45,United-States,0
61,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,0
39,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,56,United-States,0
36,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
59,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1
26,State-gov,9,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,0
49,Private,6,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
46,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,1
46,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
49,Private,9,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,0
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
39,Private,16,Divorced,Exec-managerial,Not-in-family,White,Female,60,England,1
32,Private,11,Separated,Tech-support,Own-child,White,Male,40,United-States,0
31,Private,10,Never-married,Adm-clerical,Unmarried,Black,Female,39,United-States,0
47,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Italy,0
57,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
60,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
71,Self-emp-inc,7,Divorced,Machine-op-inspct,Unmarried,Black,Male,40,United-States,0
30,Private,11,Never-married,Other-service,Not-in-family,White,Female,41,United-States,0
24,Private,3,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Mexico,0
50,Private,10,Divorced,Sales,Unmarried,White,Male,45,United-States,0
36,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,0
62,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
40,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
46,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0
45,Private,11,Never-married,Sales,Not-in-family,White,Female,48,United-States,1
58,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0
44,Private,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Puerto-Rico,0
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Italy,0
67,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,24,United-States,1
47,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
38,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
40,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
52,Self-emp-not-inc,9,Separated,Exec-managerial,Not-in-family,White,Male,60,United-States,0
26,Private,11,Never-married,Craft-repair,Not-in-family,White,Male,65,United-States,0
39,Self-emp-not-inc,9,Separated,Farming-fishing,Not-in-family,White,Male,50,United-States,0
40,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
